Date,Open,High,Low,Close,Volume,sma_10,rsi_14,macd
2015-02-09,0.0,0.0,0.0011698095391348,0.0003704729221153,0.0802056207005554,0.0,0.7088983964349376,0.4514737608495269
2015-02-10,0.0002780842850775,0.0004614604397309,0.0020588672878602,0.0013892712497396,0.0275962247678111,0.0003003718909516,0.7340265466056664,0.4517361286685626
2015-02-11,0.0008342616953726,0.0001384346112018,0.0017313220448925,0.0012040392050675,0.0625306699983442,0.0008494898135844,0.7237584494503212,0.4508665387136854
2015-02-12,0.0015294768281365,0.0014766945314438,0.0034158417122887,0.0027322411128896,0.0426730691072208,0.0018069265587611,0.7619891926921778,0.4518164132538492
2015-02-13,0.0023173896693062,0.0017997203599729,0.0036498089750788,0.0034731869571202,0.0403805337708668,0.0025437769132387,0.7794402919394199,0.4529420713482572
2015-02-17,0.0026418228085867,0.0035533017174077,0.0041177345757204,0.003519497176481,0.0374919091415411,0.0032102277176718,0.7805609766866921,0.4530994815332979
2015-02-18,0.0025027762459779,0.0019381637729684,0.0,0.0,0.0717008113437598,0.0032618544721212,0.5867260368196974,0.4468850189260868
2015-02-19,0.0058398141873285,0.0081679765290665,0.0029011315840275,0.0039362803179571,0.1710595637710174,0.0037781193310785,0.6954226760057168,0.4474822607188746
2015-02-20,0.0036151222264281,0.0036455973260714,0.0037901893327528,0.004399373678794,0.05872834284166,0.0041254254489649,0.7063524365720091,0.4479437776050331
2015-02-23,0.0026418228085867,0.002491919821363,0.0020120738353022,0.0016671325659045,0.061157858293318,0.0041488925624323,0.5858937552053448,0.4432652277298919
2015-02-24,0.0002780842850775,0.0024457720170311,0.0021056607404182,0.0027322411128896,0.0468471994340162,0.0043882517487265,0.6156075914691216,0.4405887330356909
2015-02-25,0.001853909967417,0.0035533017174077,0.0036498089750788,0.0055107836123688,0.0287056131741754,0.0048059565214784,0.6848549507510977,0.4422077175987586
2015-02-26,0.0063960004377637,0.0079833853117392,0.0077675346258607,0.0068537534755188,0.0701819878674755,0.0053785406623998,0.714432602667201,0.4449145079719604
2015-02-27,0.0075083375780738,0.0076142028770845,0.0088905596373761,0.0094007537109651,0.059384643174326,0.006054377417041,0.7648129944636105,0.4503374933888401
2015-03-02,0.0076010352864797,0.0078449507005374,0.0089841465424921,0.0090765910082106,0.0351165836256077,0.0066222681352689,0.7498272042041098,0.4533084272422621
2015-03-03,0.0082499015650407,0.0077064984857482,0.0093584763130793,0.0081504042865367,0.0423765297367272,0.0070915987672914,0.7064202062491899,0.4533769813056482
2015-03-04,0.0088987678436016,0.0076142028770845,0.0080950798688283,0.0077799401971926,0.0916698026583174,0.0078800758762183,0.6888839770727289,0.4520453457301155
2015-03-05,0.007461997564011,0.0074757682658827,0.0087501703547636,0.00833564516398,0.0699125434648442,0.0083259402899524,0.7028903588794458,0.451089375020708
2015-03-06,0.0069521690079188,0.0075219248720082,0.008422625111796,0.0079651810746359,0.0362109192720485,0.0086873257807404,0.6836288802081747,0.4489811186834129
2015-03-09,0.0071375644247305,0.0073834726572191,0.0079079060585963,0.0093544523243755,0.0781990878027486,0.0094664160442804,0.7207481084371851,0.4487633804063201
2015-03-10,0.0079254684257602,0.0070143078261518,0.0075335762880091,0.0062980485087314,0.0582722442159769,0.0098278015350684,0.5740805598052366,0.4430331783248812
2015-03-11,0.0053300033115164,0.0041531967683404,0.0053811220950329,0.0051403195230247,0.0377372691282946,0.0097902559438783,0.5264628181964309,0.4360373238967576
2015-03-12,0.0044030439077379,0.0042454923770041,0.0062701798437582,0.0053255604004679,0.0299429500398898,0.0096353774708878,0.5329184707857157,0.4302430063607816
2015-03-13,0.0040322530741145,0.0042916489831296,0.0050067833995072,0.0048161568202702,0.0256800084295455,0.0091707402615587,0.5107560269811859,0.4243629400365942
2015-03-16,0.0047738170610812,0.0049377006401879,0.0064105512764937,0.0068074520889291,0.0221170201556455,0.0089407688158303,0.5821100394293063,0.42241802899349
2015-03-17,0.0052373056031105,0.0056760479059098,0.0066913119918418,0.0077336211450606,0.0207366820706576,0.0088985289067679,0.6123145351696734,0.4219022011683001
2015-03-18,0.0066740758827012,0.0069220122174881,0.0065041381816098,0.0086135064801449,0.0690801258410729,0.0089830087248928,0.6401476147406232,0.4224390675265336
2015-03-19,0.0078327707173543,0.0093677842345193,0.009966782271395,0.0101880186073277,0.0542606836963557,0.0091707420519165,0.6865947884680732,0.424887704304471
2015-03-20,0.0097793872333172,0.0090908974085283,0.0110430049054139,0.0099101572911629,0.04493700419972,0.0093678604339693,0.6714562916690513,0.4258911982043687
2015-03-23,0.00871339010707,0.0078910897030755,0.0091713025028472,0.0099564763432949,0.0232986618096427,0.0094288740338057,0.6729177899911565,0.4262611816600783
2015-03-24,0.009269558677225,0.0093216452319812,0.0104346989470982,0.0091692114469323,0.0288034561136784,0.0097198590793704,0.6265644848054518,0.4248188048626433
2015-03-25,0.0084352969818524,0.0076142028770845,0.0073464024777771,0.0062054280700098,0.0209143046377553,0.0098278051157838,0.4789564164424592,0.4185477567934245
2015-03-26,0.0048201747554242,0.0050761352513897,0.0052407506622973,0.0067611330367972,0.0385726973040507,0.0099732967433873,0.502044672039812,0.4141036149158775
2015-03-27,0.0059325118957344,0.0052145874661788,0.0062233953161387,0.006390668947453,0.0249845709210783,0.0101328695342501,0.4847834783044733,0.4096839510833716
